id,order_id,product_id,product_name,unit_value,unit_type,mrp,sale_price,quantity,gst_slab,discount_amount,discount_percentage,total_amount
789,160,1854,"Everest Fish Curry Masala",50,gms,40.00,37.00,1,5.00,3.00,8,37.00
790,160,1558,"Saffola Masala Oats Masala & Coriander",500,gms,190.00,180.00,1,5.00,10.00,5,180.00
791,161,1760,"Aswika Thoor Dal ",1,kg,150.00,110.00,1,0.00,40.00,27,110.00
792,161,1762,"Aswika Chana Dal",1,kg,120.00,80.00,1,0.00,40.00,33,80.00
793,161,1764,"Aswika Pesara Pappu ( Moong Chilaka)",500,gms,80.00,60.00,1,0.00,20.00,25,60.00
794,161,1765,"Aswika Uradal Gota",1,kg,160.00,110.00,2,0.00,50.00,31,220.00
795,161,1785,"Aswika Ground Nuts / Palli",1,kg,180.00,135.00,1,5.00,45.00,25,135.00
796,161,1731,"Aashirwaad Superior Mp Atta ",1,kg,57.00,49.00,1,5.00,8.00,14,49.00
797,161,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,2,0.00,12.00,24,76.00
798,161,1748,"Aswika Bombay Ravva",1,kg,60.00,38.00,1,0.00,22.00,37,38.00
799,161,1658,"Aashirvaad Iodised Salt",1,kg,22.00,19.00,1,5.00,3.00,14,19.00
800,161,1665,"Aswika Sugar",1,kg,50.00,42.00,1,5.00,8.00,16,42.00
801,161,1668,"Aswika Misri",100,gms,15.00,10.00,1,5.00,5.00,33,10.00
802,161,1682,"Freedom Sunflower Oil",1,l,165.00,140.00,3,12.00,25.00,15,420.00
803,161,1646,"Aswika Cashew Nuts",250,gms,250.00,185.00,1,12.00,65.00,26,185.00
804,161,708,"Surf Excel Matic Front Load Pouch",2,l,425.00,365.00,1,18.00,60.00,14,365.00
805,161,778,"Exo Touch & Shine Round With Scrubber",500,gms,49.00,47.00,1,18.00,2.00,4,47.00
806,161,891,"Mangaldeep Pooja Agarbatti Anushri",63,gms,30.00,28.00,1,5.00,2.00,7,28.00
807,161,1588,"Hit Anti Roach ",1,pc,20.00,20.00,1,1.00,0.00,0,20.00
808,161,742,"Wheel 2 In 1 Detergent Powder",1,kg,60.00,57.00,1,18.00,3.00,5,57.00
809,161,44,"Pepsodent Germ Check Tooth Paste",200,gms,90.00,85.00,1,18.00,5.00,6,85.00
810,161,1140,"3 Roses Natural Care",100,gms,65.00,63.00,1,5.00,2.00,3,63.00
811,161,1813,"Aswika Mustard Seeds / Aavalu(small)",100,gms,25.00,15.00,1,5.00,10.00,40,15.00
812,161,1819,"Aswika Marati Mogga",50,gms,60.00,30.00,1,5.00,30.00,50,30.00
813,161,1826,"Aswika Elachi",10,gms,50.00,34.00,1,5.00,16.00,32,34.00
814,161,1757,"Aswika Meal Maker",250,gms,25.00,18.00,1,0.00,7.00,28,18.00
815,161,1544,"Bambino Vemicelli",850,gms,71.00,65.00,1,5.00,6.00,8,65.00
816,161,557,"Santoor Total Skin Care With Sandal & Turmeric Bath Soap Pack",400,gms,116.00,113.00,1,18.00,3.00,3,113.00
817,161,437,"Baby Dove Baby Bathing Bar",75,gms,52.00,49.00,1,18.00,3.00,6,49.00
818,161,438,"Baby Santoor Soap",75,gms,48.00,46.00,1,18.00,2.00,4,46.00
819,161,329,"Glow & Lovely  Face Cream Advanced Multi Vitamin",50,gms,106.00,102.00,1,18.00,4.00,4,102.00
820,162,1788,"Aswika Red Chilli ",250,gms,70.00,43.00,1,5.00,27.00,39,43.00
821,162,1652,"Aswika Almond Nuts",100,gms,120.00,75.00,1,12.00,45.00,38,75.00
822,162,1683,"Freedom Groundnut Oil",1,l,220.00,150.00,1,12.00,70.00,32,150.00
823,162,707,"Surf Excel Matic Front Load Liquid",1.02,l,225.00,199.00,1,18.00,26.00,12,199.00
824,162,1724,"Gajraj Kurnool Sonamasoori Rice",25,kg,1600.00,1000.00,1,5.00,600.00,38,1000.00
825,163,1731,"AASHIRWAAD SUPERIOR MP ATTA ",10,kg,490.00,399.00,16,5.00,91.00,19,6384.00
826,164,1236,"Pediasure Premium Chocolate Flavour Jar",400,gms,610.00,580.00,1,18.00,30.00,5,580.00
827,164,44,"Pepsodent Germ Check Tooth Paste",200,gms,90.00,85.00,1,18.00,5.00,6,85.00
828,164,1140,"3 Roses Natural Care",250,gms,180.00,175.00,1,5.00,5.00,3,175.00
829,164,750,"Comfort Morning Fresh",220,ml,56.00,53.00,1,18.00,3.00,5,53.00
830,164,1731,"Aashirwaad Superior Mp Atta ",1,kg,57.00,49.00,1,5.00,8.00,14,49.00
831,164,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,2,0.00,12.00,24,76.00
832,164,1748,"Aswika Bombay Ravva",1,kg,60.00,38.00,1,0.00,22.00,37,38.00
833,164,1760,"Aswika Thoor Dal ",1,kg,150.00,110.00,1,0.00,40.00,27,110.00
834,164,1762,"Aswika Chana Dal",500,gms,60.00,42.00,1,0.00,18.00,30,42.00
835,164,1764,"Aswika Pesara Pappu ( Moong Chilaka)",500,gms,80.00,60.00,1,0.00,20.00,25,60.00
836,164,1765,"Aswika Uradal Gota",1,kg,160.00,110.00,2,0.00,50.00,31,220.00
837,164,1785,"Aswika Ground Nuts / Palli",500,gms,95.00,70.00,1,5.00,25.00,26,70.00
838,164,1682,"Freedom Sunflower Oil",1,l,165.00,140.00,3,12.00,25.00,15,420.00
839,164,1658,"Aashirvaad Iodised Salt",1,kg,22.00,19.00,1,5.00,3.00,14,19.00
840,164,1665,"Aswika Sugar",1,kg,50.00,42.00,1,5.00,8.00,16,42.00
841,164,1646,"Aswika Cashew Nuts",250,gms,250.00,185.00,1,12.00,65.00,26,185.00
842,164,778,"Exo Touch & Shine Round With Scrubber",500,gms,49.00,47.00,1,18.00,2.00,4,47.00
843,164,287,"Ponds Talcum Powder Magic Freshness ",100,gms,110.00,105.00,1,18.00,5.00,5,105.00
844,164,437,"Baby Dove Baby Bathing Bar",75,gms,52.00,49.00,2,18.00,3.00,6,98.00
845,164,438,"Baby Santoor Soap",75,gms,48.00,46.00,1,18.00,2.00,4,46.00
846,165,1208,"Boost  3x More Stamina Pouch",200,gms,90.00,88.00,1,5.00,2.00,2,88.00
847,165,1512,"Chings Veg Hakka Noodles",150,gms,25.00,24.00,2,12.00,1.00,4,48.00
848,165,1413,"Amul Panner",200,gms,75.00,70.00,1,5.00,5.00,7,70.00
849,165,1508,"Maggi  2minutes Noodles",70,gms,12.00,12.00,2,12.00,0.00,0,24.00
850,165,1766,"Aswika Urad Dal",1,kg,150.00,125.00,1,0.00,25.00,17,125.00
851,165,1748,"Aswika Bombay Ravva",500,gms,30.00,28.00,1,0.00,2.00,7,28.00
852,165,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,1,0.00,12.00,24,38.00
853,165,1687,"Vijaya Sunflower Oil",1,l,207.00,152.00,1,12.00,55.00,27,152.00
854,165,1665,"Aswika Sugar",500,gms,25.00,21.00,1,5.00,4.00,16,21.00
855,165,1169,"Nescafe Sunrise Sachet",50,gms,90.00,85.00,1,5.00,5.00,6,85.00
856,165,1358,"Britannia Toast Tea Bake Rusk",72,gms,10.00,10.00,2,18.00,0.00,0,20.00
857,165,1738,"Aswika Maida Flour",500,gms,25.00,18.00,1,0.00,7.00,28,18.00
858,165,1733,"Annapurna  Farm Fresh Atta",1,kg,55.00,50.00,1,5.00,5.00,9,50.00
859,165,1932,"Cadbury Bournville Rich Cocoa 50% Dark",31,gms,45.00,44.00,2,18.00,1.00,2,88.00
860,165,1815,"Aswika Jeera",100,gms,50.00,25.00,1,5.00,25.00,50,25.00
861,165,781,"Sabena Dishwash Powder",500,gms,13.00,12.00,1,18.00,1.00,8,12.00
862,165,1408,"Amul Pasturized Butter",100,gms,48.00,47.00,1,5.00,1.00,2,47.00
863,165,1379,"Spencer's Brown Bread",400,gms,40.00,38.00,1,5.00,2.00,5,38.00
864,165,1646,"Aswika Cashew Nuts",250,gms,250.00,185.00,1,12.00,65.00,26,185.00
865,166,1731,"Aashirwaad Superior Mp Atta ",10,kg,490.00,399.00,1,5.00,91.00,19,399.00
866,166,1702,"Freedom Refined Sunflower Oil  Jar",5,l,825.00,720.00,1,12.00,105.00,13,720.00
867,166,725,"Tide Extra Powder Jasmine & Rose",10,kg,905.00,799.00,2,18.00,106.00,12,1598.00
868,166,770,"Vim Lemon Dish Bar Pack",3*200g,gms,45.00,42.00,1,18.00,3.00,7,42.00
869,167,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,67.00,60.00,1,5.00,7.00,10,60.00
870,167,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,325.00,290.00,1,5.00,35.00,11,290.00
871,168,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",1,kg,67.00,60.00,1,5.00,7.00,10,60.00
872,168,1730,"AASHIRWAAD ATTA WITH MULTIGRAINS",5,kg,325.00,290.00,1,5.00,35.00,11,290.00
873,169,1730,"Aashirwaad Atta With Multigrains",5,kg,325.00,290.00,2,5.00,35.00,11,580.00
874,170,1500,"Sunfeast yippee noodles 4 in 1 pack",280,gms,78.00,75.00,1,12.00,3.00,4,75.00
875,170,1501,"Sunfeast yippee mood masala noodles 4 in 1 pack",280,gms,58.00,56.00,1,12.00,2.00,3,56.00
876,170,1502,"Sunfeast yippee Magic Masala noodles 6 in 1 pack",420,gms,68.00,66.00,1,12.00,2.00,3,66.00
877,170,1503,"Sunfeast yippee Magic Masala noodles 4 in 1 pack",280,gms,46.00,44.00,1,12.00,2.00,4,44.00
878,171,1718,"Suryateja Hmt Premium Quality Rice",25,kg,1600.00,1200.00,1,5.00,400.00,25,1200.00
879,172,1682,"Freedom Sunflower Oil",1,l,155.00,135.00,5,12.00,20.00,13,675.00
880,172,1665,"Aswika Sugar",1,kg,50.00,42.00,4,5.00,8.00,16,168.00
881,172,778,"Exo Touch & Shine Round With Scrubber",500,gms,49.00,47.00,1,18.00,2.00,4,47.00
882,172,556,"Santoor Total Skin Care With Sandal & Turmeric Bath Soap",100,gms,32.00,31.00,2,18.00,1.00,3,62.00
883,172,1738,"Aswika Maida Flour",1,kg,50.00,36.00,2,0.00,14.00,28,72.00
884,172,1739,"Aswika Besan Flour",500,gms,70.00,42.00,1,0.00,28.00,40,42.00
885,172,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,1,0.00,12.00,24,38.00
886,172,1748,"Aswika Bombay Ravva",1,kg,60.00,38.00,1,0.00,22.00,37,38.00
887,172,1660,"Tata Salt Soium Curtained Iodised Salt",1,kg,40.00,38.00,2,5.00,2.00,5,76.00
888,172,1679," Jaggery Cubes",500,gms,40.00,30.00,1,5.00,10.00,25,30.00
889,172,1760,"Aswika Thoor Dal ",1,kg,150.00,110.00,1,0.00,40.00,27,110.00
890,172,1765,"Aswika Uradal Gota",1,kg,160.00,110.00,1,0.00,50.00,31,110.00
891,172,1785,"Aswika Ground Nuts / Palli",250,gms,50.00,36.00,1,5.00,14.00,28,36.00
892,172,1826,"Aswika Elachi",20,gms,75.00,68.00,1,5.00,7.00,9,68.00
893,172,1358,"Britannia Toast Tea Bake Rusk",200,gms,30.00,28.00,1,18.00,2.00,7,28.00
894,172,724,"Tide Natural Lemon & Chandan Detergent",1,kg,58.00,56.00,2,18.00,2.00,3,112.00
895,172,2078,"Rin Liquid",500,ml,55.00,53.00,1,18.00,2.00,4,53.00
896,172,957,"Gopuram Kumkum",100,gms,25.00,23.00,1,0.00,2.00,8,23.00
897,172,963,"Cotton Thread Big",1,pc,25.00,10.00,1,0.00,15.00,60,10.00
898,172,964,Gandham,30,gms,20.00,18.00,1,0.00,2.00,10,18.00
899,172,863,"Kiwi Shoe Polish Brown Leather ",15,gms,27.00,25.00,1,18.00,2.00,7,25.00
900,172,845,"Harpic Power Plus Stain Removal Bathroom Cleaner",200,ml,50.00,48.00,1,18.00,2.00,4,48.00
901,172,837,"Aier Morning Misty Meadows Bathroom Fragrance Pack",10,gms,55.00,50.00,2,18.00,5.00,9,100.00
902,172,1981,"Good Knight Power Active +",1,N,72.00,68.00,1,0.00,4.00,6,68.00
903,173,1760,"Aswika Thoor Dal ",1,kg,150.00,110.00,1,0.00,40.00,27,110.00
904,173,1765,"Aswika Uradal Gota",1,kg,160.00,110.00,1,0.00,50.00,31,110.00
905,173,1733,"Annapurna  Farm Fresh Atta",1,kg,55.00,50.00,1,5.00,5.00,9,50.00
906,173,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,2,0.00,12.00,24,76.00
907,173,733,"Ariel Matic Top Load Liquid Detegent",500,ml,105.00,99.00,1,18.00,6.00,6,99.00
908,173,1687,"Vijaya Sunflower Oil",1,l,175.00,140.00,1,12.00,35.00,20,140.00
909,173,1140,"3 Roses Natural Care",100,gms,65.00,63.00,1,5.00,2.00,3,63.00
910,174,781,"Sabena Dishwash Powder",500,gms,13.00,12.00,1,18.00,1.00,8,12.00
911,174,1351,"Cadbury Cake Chocobakes",21,gms,10.00,10.00,1,18.00,0.00,0,10.00
912,174,1665,"Aswika Sugar",1,kg,50.00,42.00,2,5.00,8.00,16,84.00
913,174,1760,"Aswika Thoor Dal ",1,kg,150.00,110.00,1,0.00,40.00,27,110.00
914,174,1762,"Aswika Chana Dal",500,gms,60.00,42.00,1,0.00,18.00,30,42.00
915,174,1763,"Aswika Bengal Gram/ Puttana",500,gms,60.00,50.00,1,0.00,10.00,17,50.00
916,174,1764,"Aswika Pesara Pappu ( Moong Chilaka)",500,gms,80.00,60.00,1,0.00,20.00,25,60.00
917,174,1769,"Double Horse Urad Dal",1,kg,160.00,130.00,2,0.00,30.00,19,260.00
918,174,1785,"Aswika Ground Nuts / Palli",500,gms,95.00,70.00,1,5.00,25.00,26,70.00
919,174,1750,"Aswika Wheat Ravva (medium)",500,gms,25.00,20.00,1,0.00,5.00,20,20.00
920,174,1659,"Tata Iodised Salt",1,kg,22.00,20.00,1,5.00,2.00,9,20.00
921,174,1661,"Tata Crystal Salt",1,kg,18.00,15.00,1,5.00,3.00,17,15.00
922,174,1757,"Aswika Meal Maker",250,gms,25.00,18.00,1,0.00,7.00,28,18.00
923,174,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,2,0.00,12.00,24,76.00
924,174,1731,"Aashirwaad Superior Mp Atta ",1,kg,57.00,49.00,1,5.00,8.00,14,49.00
925,174,1760,"Aswika Thoor Dal ",500,gms,75.00,55.00,1,0.00,20.00,27,55.00
926,174,1682,"Freedom Sunflower Oil",1,l,155.00,135.00,1,12.00,20.00,13,135.00
927,174,889,"Ambica Darbar Natural Sambrani Dhoop Sticks",50,gms,19.00,17.00,1,5.00,2.00,11,17.00
928,174,941,"Zed Block Pooja Agarbatti Premium Incense Sticks 3 In 1",100,gms,60.00,50.00,1,5.00,10.00,17,50.00
929,174,955,"Swastik Raw Camphor",50,gms,80.00,70.00,1,18.00,10.00,13,70.00
930,174,964,Gandham,30,gms,20.00,18.00,1,0.00,2.00,10,18.00
931,174,837,"Aier Morning Misty Meadows Bathroom Fragrance Pack",10,gms,55.00,50.00,1,18.00,5.00,9,50.00
932,174,871,"Spark Scrub Pad With Alox Power",1,pc,10.00,9.00,1,18.00,1.00,10,9.00
933,174,915,"Cycle Dhoop Sticks Navin Sambrani",8,N,32.00,30.00,1,5.00,2.00,6,30.00
934,175,1731,"Aashirwaad Superior Mp Atta ",1,kg,57.00,49.00,1,5.00,8.00,14,49.00
935,175,1738,"Aswika Maida Flour",500,gms,25.00,18.00,1,0.00,7.00,28,18.00
936,175,1739,"Aswika Besan Flour",500,gms,70.00,42.00,1,0.00,28.00,40,42.00
937,175,1746,"Srilalitha Idly Ravva",1,kg,50.00,38.00,2,0.00,12.00,24,76.00
938,175,1748,"Aswika Bombay Ravva",1,kg,60.00,38.00,1,0.00,22.00,37,38.00
939,175,1760,"Aswika Thoor Dal ",1,kg,150.00,110.00,1,0.00,40.00,27,110.00
940,175,1762,"Aswika Chana Dal",500,gms,60.00,42.00,1,0.00,18.00,30,42.00
941,175,1765,"Aswika Uradal Gota",1,kg,160.00,110.00,3,0.00,50.00,31,330.00
942,175,1785,"Aswika Ground Nuts / Palli",1,kg,180.00,135.00,1,5.00,45.00,25,135.00
943,175,1682,"Freedom Sunflower Oil",1,l,155.00,135.00,3,12.00,20.00,13,405.00
944,175,1809,"Aswika Dhania ",200,gms,50.00,30.00,1,5.00,20.00,40,30.00
945,175,1813,"Aswika Mustard Seeds / Aavalu(small)",100,gms,25.00,15.00,1,5.00,10.00,40,15.00
946,175,1815,"Aswika Jeera",100,gms,50.00,25.00,1,5.00,25.00,50,25.00
947,175,1658,"Aashirvaad Iodised Salt",1,kg,22.00,19.00,1,5.00,3.00,14,19.00
948,175,1665,"Aswika Sugar",1,kg,50.00,42.00,1,5.00,8.00,16,42.00
949,175,1647,"Aswika Cashews Broken (2 Pcs) Nuts",250,gms,200.00,165.00,1,12.00,35.00,18,165.00
950,175,1140,"3 Roses Natural Care",250,gms,180.00,175.00,1,5.00,5.00,3,175.00
951,175,708,"Surf Excel Matic Front Load Pouch",2,l,445.00,385.00,1,18.00,60.00,13,385.00
952,175,742,"Wheel 2 In 1 Detergent Powder",1,kg,60.00,57.00,1,18.00,3.00,5,57.00
953,175,750,"Comfort Morning Fresh",430,ml,120.00,114.00,1,18.00,6.00,5,114.00
954,175,1208,"Boost  3x More Stamina Pouch",200,gms,90.00,88.00,1,5.00,2.00,2,88.00
955,175,1241,"Pediasure Chocolate Flavour ",400,gms,545.00,530.00,1,18.00,15.00,3,530.00
956,175,44,"Pepsodent Germ Check Tooth Paste",200,gms,90.00,86.00,1,18.00,4.00,4,86.00
957,175,778,"Exo Touch & Shine Round With Scrubber",500,gms,49.00,47.00,1,18.00,2.00,4,47.00
958,175,779,"Exo Lemon Zing Dish Powder",400,gms,10.00,10.00,1,18.00,0.00,0,10.00
959,175,802,"Dettol Antiseptic Liquid",125,ml,55.00,54.00,1,18.00,1.00,2,54.00
960,175,845,"Harpic Power Plus Stain Removal Bathroom Cleaner",600,ml,110.00,99.00,1,18.00,11.00,10,99.00
961,175,286,"Ponds Talcum Powder Dream Flower",100,gms,90.00,90.00,1,18.00,0.00,0,90.00
962,175,437,"Baby Dove Baby Bathing Bar",75,gms,52.00,49.00,1,18.00,3.00,6,49.00
963,175,438,"Baby Santoor Soap",75,gms,48.00,46.00,1,18.00,2.00,4,46.00
964,175,557,"Santoor Total Skin Care With Sandal & Turmeric Bath Soap Pack",400,gms,116.00,113.00,1,18.00,3.00,3,113.00
965,175,1544,"Bambino Vemicelli",500,gms,45.00,42.00,1,5.00,3.00,7,42.00
966,175,1567,"Mtr Gulab Jamun Buy 1 Get 1",175,gms,130.00,125.00,2,5.00,5.00,4,250.00
967,176,1719,"Cow Hmt Premium Quality Rice",25,kg,1600.00,1180.00,1,5.00,420.00,26,1180.00
968,177,1702,"Freedom Refined Sunflower Oil  Jar",ml,L,2475.00,2140.00,1,12.00,335.00,14,2140.00
969,178,1699,"Freedom Sunflower Oil (Bottle)",1,l,165.00,143.00,3,12.00,22.00,13,429.00
970,178,1696,"Every Day Refined Sunflower Gold Oil",1,l,191.00,135.00,2,12.00,56.00,29,270.00
